kingdom,phylum,subphylum,class_name,subclass,order_name,suborder,infraorder,family_name
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Datnioididae
Animalia,Chordata,Vertebrata,Teleostei,,Stephanoberyciformes,,,Melamphaidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Howellidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Opistognathidae
Animalia,Chordata,Vertebrata,Teleostei,,Argentinoidei,,,Argentinidae
Animalia,Chordata,Vertebrata,Teleostei,,Scorpaenoidei,,,Eschmeyeridae
Animalia,Chordata,Vertebrata,Teleostei,,Characiformes,,,Ctenoluciidae
Animalia,Chordata,Vertebrata,Teleostei,,Trachinoidei,,,Chiasmodontidae
Animalia,Chordata,Vertebrata,Teleostei,,Stephanoberyciformes,,,Stephanoberycoidea
Animalia,Chordata,Vertebrata,Teleostei,,Trachichthyoidei,,,Trachichthyidae
Animalia,Chordata,Vertebrata,Teleostei,,Blennioidei,,,Clinidae
Animalia,Chordata,Vertebrata,Teleostei,,Cottoidei,,,Bathylutichthyidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Heptapteridae
Animalia,Chordata,Vertebrata,Teleostei,,Trachichthyoidei,,,Monocentridae
Animalia,Chordata,Vertebrata,Teleostei,,Belonoidei,,,Exocoetidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Cirrhitidae
Animalia,Chordata,Vertebrata,Teleostei,,Trachinoidei,,,Champsodontidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Schilbeidae
Animalia,Chordata,Vertebrata,Teleostei,,Indostomoidei,,,Indostomidae
Animalia,Chordata,Vertebrata,Teleostei,,Acanthuroidei,,,Acanthuridae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Haemulidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Clariidae
Animalia,Chordata,Vertebrata,Teleostei,,Cyprinodontoidei,,,Poeciliidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Mullidae
Animalia,Chordata,Vertebrata,Teleostei,,Polymixiiformes,,,Polymixiidae
Animalia,Chordata,Vertebrata,Teleostei,,Syngnathoidei,,,Fistulariidae
Animalia,Chordata,Vertebrata,Teleostei,,Lophioidei,,,Lophiidae
Animalia,Chordata,Vertebrata,Teleostei,,Esociformes,,,Esocidae
Animalia,Chordata,Vertebrata,Teleostei,,Sternopygoidei,,,Rhamphichthyidae
Animalia,Chordata,Vertebrata,Teleostei,,Zoarcoidei,,,Pholidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Percichthyidae
Animalia,Chordata,Vertebrata,Teleostei,,Trachinoidei,,,Pinguipedidae
Animalia,Chordata,Vertebrata,Teleostei,,Ogcocephalioidei,,,Caulophrynidae
Animalia,Chordata,Vertebrata,Teleostei,,Ogcocephalioidei,,,Ceratiidae
Animalia,Chordata,Vertebrata,Teleostei,,Lampriformes,,,Regalecidae
Animalia,Chordata,Vertebrata,Teleostei,,Zoarcoidei,,,Zoarcidae
Animalia,Chordata,Vertebrata,Teleostei,,Scombroidei,,,Scombrolabracidae
Animalia,Chordata,Vertebrata,Teleostei,,Ogcocephalioidei,,,Thaumatichthyidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Aplodactylidae
Animalia,Chordata,Vertebrata,Teleostei,,Lampriformes,,,Stylephoridae
Animalia,Chordata,Vertebrata,Teleostei,,Belonoidei,,,Scomberesocoidea
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Plotosidae
Animalia,Chordata,Vertebrata,Teleostei,,Synodontoidei,,,Pseudotrichonotidae
Animalia,Chordata,Vertebrata,Teleostei,,Osmeroidei,,,Retropinnidae
Animalia,Chordata,Vertebrata,Teleostei,,Argentinoidei,,,Leptochilichthyidae
Animalia,Chordata,Vertebrata,Teleostei,,Osmeroidei,,,Galaxiidae
Animalia,Chordata,Vertebrata,Teleostei,,Scorpaenoidei,,,Caracanthidae
Animalia,Chordata,Vertebrata,Teleostei,,Scombroidei,,,Gempylidae
Animalia,Chordata,Vertebrata,Teleostei,,Synodontoidei,,,Paraulopidae
Animalia,Chordata,Vertebrata,Teleostei,,Gobioidei,,,Odontobutidae
Animalia,Chordata,Vertebrata,Teleostei,,Mastacembeloidei,,,Mastacembelidae
Animalia,Chordata,Vertebrata,Teleostei,,Tetraodontoidei,,,Diodontidae
Animalia,Chordata,Vertebrata,Teleostei,,Notothenioidei,,,Harpagiferidae
Animalia,Chordata,Vertebrata,Teleostei,,Platycephaloidei,,,Platycephalidae
Animalia,Chordata,Vertebrata,Teleostei,,Stephanoberyciformes,,,Hispidoberycidae
Animalia,Chordata,Vertebrata,Teleostei,,Zoarcoidei,,,Anarhichadidae
Animalia,Chordata,Vertebrata,Teleostei,,Caproidei,,,Caproidae
Animalia,Chordata,Vertebrata,Teleostei,,Stephanoberyciformes,,,Rondeletiidae
Animalia,Chordata,Vertebrata,Teleostei,,Blennioidei,,,Labrisomidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Terapontidae
Animalia,Chordata,Vertebrata,Teleostei,,Cyprinodontoidei,,,Valenciidae
Animalia,Chordata,Vertebrata,Teleostei,,Gobioidei,,,Rhyacichthyidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Dinopercidae
Animalia,Chordata,Vertebrata,Teleostei,,Syngnathoidei,,,Solenostomidae
Animalia,Chordata,Vertebrata,Teleostei,,Notothenioidei,,,Nototheniidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Pomatomidae
Animalia,Chordata,Vertebrata,Teleostei,,Salmoniformes,,,Salmonidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Inermiidae
Animalia,Chordata,Vertebrata,Teleostei,,Cottoidei,,,Rhamphocottidae
Animalia,Chordata,Vertebrata,Teleostei,,Pleuronectoidei,,,Cynoglossidae
Animalia,Chordata,Vertebrata,Teleostei,,Stephanoberyciformes,,,Cetomimidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Ostracoberycidae
Animalia,Chordata,Vertebrata,Teleostei,,Cottoidei,,,Agonidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Nandidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Carangidae
Animalia,Chordata,Vertebrata,Teleostei,,Chlorophthalmoidei,,,Notosudidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Lutjanidae
Animalia,Chordata,Vertebrata,Teleostei,,Blennioidei,,,Chaenopsidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Astroblepidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Pentacerotidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Doradidae
Animalia,Chordata,Vertebrata,Teleostei,,Labroidei,,,Cichlidae
Animalia,Chordata,Vertebrata,Teleostei,,Lampriformes,,,Lophotidae
Animalia,Chordata,Vertebrata,Teleostei,,Anguilloidei,,,Heterenchelyidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Pseudopimelodidae
Animalia,Chordata,Vertebrata,Teleostei,,Esociformes,,,Umbridae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Lethrinidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Pseudochromidae
Animalia,Chordata,Vertebrata,Teleostei,,Atherinoidei,,,Atherionidae
Animalia,Chordata,Vertebrata,Teleostei,,Synodontoidei,,,Aulopidae
Animalia,Chordata,Vertebrata,Teleostei,,Platycephaloidei,,,Bembridae
Animalia,Chordata,Vertebrata,Teleostei,,Trachichthyoidei,,,Anoplogastridae
Animalia,Chordata,Vertebrata,Teleostei,,Normanichthyoidei,,,Normanichthyidae
Animalia,Chordata,Vertebrata,Teleostei,,Acanthuroidei,,,Luvaridae
Animalia,Chordata,Vertebrata,Teleostei,,Xiphioidei,,,Xiphiidae
Animalia,Chordata,Vertebrata,Teleostei,,Anguilloidei,,,Anguillidae
Animalia,Chordata,Vertebrata,Teleostei,,Cyprinodontoidei,,,Profundulidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Cranoglanididae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Scombropidae
Animalia,Chordata,Vertebrata,Teleostei,,Cypriniformes,,,Balitoridae
Animalia,Chordata,Vertebrata,Teleostei,,Gasterosteoidei,,,Gasterosteidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Sparidae
Animalia,Chordata,Vertebrata,Teleostei,,Cypriniformes,,,Psilorhynchidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Aspredinidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Kuhliidae
Animalia,Chordata,Vertebrata,Teleostei,,Holocentroidei,,,Holocentridae
Animalia,Chordata,Vertebrata,Teleostei,,Scorpaenoidei,,,Pataecidae
Animalia,Chordata,Vertebrata,Teleostei,,Characiformes,,,Alestiidae
Animalia,Chordata,Vertebrata,Teleostei,,Platycephaloidei,,,Hoplichthyidae
Animalia,Chordata,Vertebrata,Teleostei,,Cottoidei,,,Ereuniidae
Animalia,Chordata,Vertebrata,Teleostei,,Osmeroidei,,,Lepidogalaxiidae
Animalia,Chordata,Vertebrata,Teleostei,,Ogcocephalioidei,,,Ceratioidea
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Lacantuniidae
Animalia,Chordata,Vertebrata,Teleostei,,Clupeoidei,,,Clupeidae
Animalia,Chordata,Vertebrata,Teleostei,,Cyprinodontoidei,,,Goodeidae
Animalia,Chordata,Vertebrata,Teleostei,,Atherinoidei,,,Notocheiridae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Priacanthidae
Animalia,Chordata,Vertebrata,Teleostei,,Channoidei,,,Aenigmachannidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Cepolidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Olyridae
Animalia,Chordata,Vertebrata,Teleostei,,Osmeroidei,,,Osmeridae
Animalia,Chordata,Vertebrata,Teleostei,,Belonoidei,,,Hemiramphidae
Animalia,Chordata,Vertebrata,Teleostei,,Zoarcoidei,,,Cryptacanthodidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Diplomystidae
Animalia,Chordata,Vertebrata,Teleostei,,Percoidei,,,Monodactylidae
Animalia,Chordata,Vertebrata,Teleostei,,Ogcocephalioidei,,,Oneirodidae
Animalia,Chordata,Vertebrata,Teleostei,,Ogcocephalioidei,,,Melanocetidae
Animalia,Chordata,Vertebrata,Teleostei,,Gonostomatoidei,,,Gonostomatidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Cetopsidae
Animalia,Chordata,Vertebrata,Teleostei,,Gobioidei,,,Eleotridae
Animalia,Chordata,Vertebrata,Teleostei,,Stephanoberyciformes,,,Barbourisiidae
Animalia,Chordata,Vertebrata,Teleostei,,Antennarioidei,,,Brachionichthyidae
Animalia,Chordata,Vertebrata,Teleostei,,Stromateoidei,,,Tetragonuridae
Animalia,Chordata,Vertebrata,Teleostei,,Gobiesocoidei,,,Gobiesocidae
Animalia,Chordata,Vertebrata,Teleostei,,Lampriformes,,,Trachipteridae
Animalia,Chordata,Vertebrata,Teleostei,,Characiformes,,,Gasteropelecidae
Animalia,Chordata,Vertebrata,Teleostei,,Zeioidei,,,Zeidae
Animalia,Chordata,Vertebrata,Teleostei,,Psettodoidei,,,Psettodidae
Animalia,Chordata,Vertebrata,Teleostei,,Ogcocephalioidei,,,Gigantactinidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Mochokidae
Animalia,Chordata,Vertebrata,Teleostei,,Siluriformes,,,Parakysidae
Animalia,Chordata,Urochordata,Ascidiacea,,Aplousobranchia,,,Clavelinidae
Animalia,Chordata,Urochordata,Ascidiacea,,Phlebobranchia,,,Agnesiidae
Animalia,Chordata,Urochordata,Ascidiacea,,Stolidobranchia,,,Molgulidae
Animalia,Chordata,Urochordata,Ascidiacea,,Phlebobranchia,,,Hypobythiidae
Animalia,Chordata,Urochordata,Ascidiacea,,Phlebobranchia,,,Cionidae
Animalia,Chordata,Urochordata,Ascidiacea,,Phlebobranchia,,,Corellidae
Animalia,Chordata,Urochordata,Ascidiacea,,Phlebobranchia,,,Diazonidae
Animalia,Chordata,Urochordata,Ascidiacea,,Aplousobranchia,,,Polycitoridae
Animalia,Chordata,,Ascidiacea,,,,,
Animalia,Chordata,Urochordata,Ascidiacea,,Phlebobranchia,,,Ascidiidae
Animalia,Chordata,Urochordata,Ascidiacea,,Aplousobranchia,,,Didemnidae
Animalia,Chordata,Urochordata,Ascidiacea,,Stolidobranchia,,,Styelidae
Animalia,Chordata,Urochordata,Ascidiacea,,Aplousobranchia,,,Polyclinidae
Animalia,Chordata,Urochordata,Ascidiacea,,Phlebobranchia,,,Perophoridae
Animalia,Chordata,Urochordata,Ascidiacea,,Stolidobranchia,,,Pyuridae
Animalia,Chordata,Vertebrata,Dipnoi,,Ceratodontiformes,,,Ceratodontidae
Animalia,Chordata,Vertebrata,Dipnoi,,Lepidosireniformes,,,Protopteridae
Animalia,Chordata,Vertebrata,Dipnoi,,Lepidosireniformes,,,Lepidosirenidae
Animalia,Chordata,,Dipnoi,,,,,
Animalia,Chordata,Vertebrata,Dipnoi,,Ceratodontiformes,,,Neoceratodontidae
Animalia,Chordata,,,,,,,
Animalia,Chordata,Vertebrata,Eutheria,,Cingulata,,,Chlamyphoridae
Animalia,Chordata,Vertebrata,Eutheria,,Simiiformes,,,Cercopithecoidea
Animalia,Chordata,Vertebrata,Eutheria,,Artiodactyla,,,Tayassuidae
Animalia,Chordata,Vertebrata,Eutheria,,Caniformia,,,Canidae
Animalia,Chordata,Vertebrata,Eutheria,,Eulipotyphla,,,Nesophontidae
Animalia,Chordata,Vertebrata,Eutheria,,Mysticeti,,,Balaenidae
Animalia,Chordata,Vertebrata,Eutheria,,Sirenia,,,Trichechidae
Animalia,Chordata,Vertebrata,Eutheria,,Castorimorpha,,,Castoridae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Dinomyidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Miniopteridae
Animalia,Chordata,Vertebrata,Eutheria,,Mysticeti,,,Eschrichtiidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Dasyproctidae
Animalia,Chordata,Vertebrata,Eutheria,,Eulipotyphla,,,Solenodontidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Bathyergidae
Animalia,Chordata,Vertebrata,Eutheria,,Eulipotyphla,,,Erinaceidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Molossidae
Animalia,Chordata,Vertebrata,Eutheria,,Caniformia,,,Ailuridae
Animalia,Chordata,Vertebrata,Eutheria,,Lagomorpha,,,Ochotonidae
Animalia,Chordata,Vertebrata,Eutheria,,Simiiformes,,,Pitheciidae
Animalia,Chordata,Vertebrata,Eutheria,,Folivora,,,Megalonychidae
Animalia,Chordata,Vertebrata,Eutheria,,Artiodactyla,,,Giraffidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Thryonomyidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Cistugidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Thyropteridae
Animalia,Chordata,Vertebrata,Eutheria,,Hyracoidea,,,Procaviidae
Animalia,Chordata,Vertebrata,Eutheria,,Artiodactyla,,,Hippopotamidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Heptaxodontidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Chinchillidae
Animalia,Chordata,Vertebrata,Eutheria,,Yinpterochiroptera,,,Rhinolophidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Octodontidae
Animalia,Chordata,Vertebrata,Eutheria,,Eulipotyphla,,,Soricidae
Animalia,Chordata,Vertebrata,Eutheria,,Simiiformes,,,Hylobatidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Furipteridae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Heterocephalidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Noctilionidae
Animalia,Chordata,Vertebrata,Eutheria,,Lemuriformes,,,Lemuroidea
Animalia,Chordata,Vertebrata,Eutheria,,Caniformia,,,Phocidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Phyllostomidae
Animalia,Chordata,Vertebrata,Eutheria,,Myomorpha,,,Dipodidae
Animalia,Chordata,Vertebrata,Eutheria,,Simiiformes,,,Hominidae
Animalia,Chordata,Vertebrata,Eutheria,,Lemuriformes,,,Cheirogaleidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Emballonuroidea
Animalia,Chordata,Vertebrata,Eutheria,,Scandentia,,,Tupaiidae
Animalia,Chordata,Vertebrata,Eutheria,,Dermoptera,,,Cynocephalidae
Animalia,Chordata,Vertebrata,Eutheria,,Yinpterochiroptera,,,Rhinolophoidea
Animalia,Chordata,Vertebrata,Eutheria,,Ctenodactylomorphi,,,Diatomyidae
Animalia,Chordata,Vertebrata,Eutheria,,Caniformia,,,Procyonidae
Animalia,Chordata,Vertebrata,Eutheria,,Artiodactyla,,,Moschidae
Animalia,Chordata,Vertebrata,Eutheria,,Simiiformes,,,Cercopithecidae
Animalia,Chordata,Vertebrata,Eutheria,,Tenrecomorpha,,,Potamogalidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Vespertilionoidea
Animalia,Chordata,Vertebrata,Eutheria,,Odontoceti,,,Lipotidae
Animalia,Chordata,Vertebrata,Eutheria,,Feliformia,,,Eupleridae
Animalia,Chordata,Vertebrata,Eutheria,,Odontoceti,,,Kogiidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Abrocomidae
Animalia,Chordata,Vertebrata,Eutheria,,Lemuriformes,,,Lepilemuridae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Caviidae
Animalia,Chordata,Vertebrata,Eutheria,,Sciuromorpha,,,Gliridae
Animalia,Chordata,Vertebrata,Eutheria,,Artiodactyla,,,Tragulidae
Animalia,Chordata,Vertebrata,Eutheria,,Myomorpha,,,Platacanthomyidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Erethizontidae
Animalia,Chordata,Vertebrata,Eutheria,,Myomorpha,,,Muridae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Hystricidae
Animalia,Chordata,Vertebrata,Eutheria,,Eulipotyphla,,,Talpidae
Animalia,Chordata,Vertebrata,Eutheria,,Proboscidea,,,Elephantidae
Animalia,Chordata,Vertebrata,Eutheria,,Macroscelidea,,,Macroscelididae
Animalia,Chordata,Vertebrata,Eutheria,,Vermilingua,,,Cyclopedidae
Animalia,Chordata,Vertebrata,Eutheria,,Feliformia,,,Viverridae
Animalia,Chordata,Vertebrata,Eutheria,,Caniformia,,,Mustelidae
Animalia,Chordata,Vertebrata,Eutheria,,Ctenodactylomorphi,,,Ctenodactylidae
Animalia,Chordata,Vertebrata,Eutheria,,Folivora,,,Bradypodidae
Animalia,Chordata,Vertebrata,Eutheria,,Simiiformes,,,Callitrichidae
Animalia,Chordata,Vertebrata,Eutheria,,Feliformia,,,Prionodontidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Mystacinidae
Animalia,Chordata,Vertebrata,Eutheria,,Simiiformes,,,Cebidae
Animalia,Chordata,Vertebrata,Eutheria,,Lemuriformes,,,Cheirogaleoidea
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Emballonuridae
Animalia,Chordata,Vertebrata,Eutheria,,Caniformia,,,Otariidae
Animalia,Chordata,Vertebrata,Eutheria,,Mysticeti,,,Balaenopteridae
Animalia,Chordata,Vertebrata,Eutheria,,Myomorpha,,,Cricetidae
Animalia,Chordata,Vertebrata,Eutheria,,Sciuromorpha,,,Aplodontiidae
Animalia,Chordata,Vertebrata,Eutheria,,Myomorpha,,,Dipodoidea
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Myzopodidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Echimyidae
Animalia,Chordata,Vertebrata,Eutheria,,Sirenia,,,Dugongidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Natalidae
Animalia,Chordata,Vertebrata,Eutheria,,Odontoceti,,,Physeteridae
Animalia,Chordata,Vertebrata,Eutheria,,Castorimorpha,,,Heteromyidae
Animalia,Chordata,Vertebrata,Eutheria,,Artiodactyla,,,Antilocapridae
Animalia,Chordata,Vertebrata,Eutheria,,Odontoceti,,,Pontoporiidae
Animalia,Chordata,Vertebrata,Eutheria,,Artiodactyla,,,Bovidae
Animalia,Chordata,Vertebrata,Eutheria,,Yinpterochiroptera,,,Rhinopomatidae
Animalia,Chordata,Vertebrata,Eutheria,,Lemuriformes,,,Indriidae
Animalia,Chordata,Vertebrata,Eutheria,,Castorimorpha,,,Geomyidae
Animalia,Chordata,Vertebrata,Eutheria,,Chrysochloridea,,,Chrysochloridae
Animalia,Chordata,Vertebrata,Eutheria,,Sciuromorpha,,,Sciuridae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Noctilionoidea
Animalia,Chordata,,Eutheria,,,,,
Animalia,Chordata,Vertebrata,Eutheria,,Odontoceti,,,Monodontidae
Animalia,Chordata,Vertebrata,Eutheria,,Scandentia,,,Ptilocercidae
Animalia,Chordata,Vertebrata,Eutheria,,Yinpterochiroptera,,,Rhinonycteridae
Animalia,Chordata,Vertebrata,Eutheria,,Feliformia,,,Herpestidae
Animalia,Chordata,Vertebrata,Eutheria,,Anomaluromorpha,,,Pedetidae
Animalia,Chordata,Vertebrata,Eutheria,,Mysticeti,,,Neobalaenidae
Animalia,Chordata,Vertebrata,Eutheria,,Pholidota,,,Manidae
Animalia,Chordata,Vertebrata,Eutheria,,Lagomorpha,,,Leporidae
Animalia,Chordata,Vertebrata,Eutheria,,Odontoceti,,,Delphinidae
Animalia,Chordata,Vertebrata,Eutheria,,Artiodactyla,,,Cervidae
Animalia,Chordata,Vertebrata,Eutheria,,Artiodactyla,,,Camelidae
Animalia,Chordata,Vertebrata,Eutheria,,Feliformia,,,Felidae
Animalia,Chordata,Vertebrata,Eutheria,,Perissodactyla,,,Rhinocerotidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Mormoopidae
Animalia,Chordata,Vertebrata,Eutheria,,Lagomorpha,,,Prolagidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Petromuridae
Animalia,Chordata,Vertebrata,Eutheria,,Caniformia,,,Ursidae
Animalia,Chordata,Vertebrata,Eutheria,,Lemuriformes,,,Lemuridae
Animalia,Chordata,Vertebrata,Eutheria,,Odontoceti,,,Platanistidae
Animalia,Chordata,Vertebrata,Eutheria,,Myomorpha,,,Nesomyidae
Animalia,Chordata,Vertebrata,Eutheria,,Caniformia,,,Odobenidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Ctenomyidae
Animalia,Chordata,Vertebrata,Eutheria,,Yinpterochiroptera,,,Craseonycteridae
Animalia,Chordata,Vertebrata,Eutheria,,Vermilingua,,,Myrmecophagidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Nycteridae
Animalia,Chordata,Vertebrata,Eutheria,,Tenrecomorpha,,,Tenrecidae
Animalia,Chordata,Vertebrata,Eutheria,,Odontoceti,,,Hyperoodontidae
Animalia,Chordata,Vertebrata,Eutheria,,Perissodactyla,,,Tapiridae
Animalia,Chordata,Vertebrata,Eutheria,,Yinpterochiroptera,,,Megadermatidae
Animalia,Chordata,Vertebrata,Eutheria,,Myomorpha,,,Muroidea
Animalia,Chordata,Vertebrata,Eutheria,,Yinpterochiroptera,,,Hipposideridae
Animalia,Chordata,Vertebrata,Eutheria,,Feliformia,,,Nandiniidae
Animalia,Chordata,Vertebrata,Eutheria,,Yangochiroptera,,,Vespertilionidae
Animalia,Chordata,Vertebrata,Eutheria,,Lorisiformes,,,Lorisidae
Animalia,Chordata,Vertebrata,Eutheria,,Cingulata,,,Dasypodidae
Animalia,Chordata,Vertebrata,Eutheria,,Anomaluromorpha,,,Anomaluridae
Animalia,Chordata,Vertebrata,Eutheria,,Tubulidentata,,,Orycteropodidae
Animalia,Chordata,Vertebrata,Eutheria,,Tarsiiformes,,,Tarsiidae
Animalia,Chordata,Vertebrata,Eutheria,,Yinpterochiroptera,,,Pteropodidae
Animalia,Chordata,Vertebrata,Eutheria,,Myomorpha,,,Spalacidae
Animalia,Chordata,Vertebrata,Eutheria,,Lorisiformes,,,Galagidae
Animalia,Chordata,Vertebrata,Eutheria,,Caniformia,,,Mephitidae
Animalia,Chordata,Vertebrata,Eutheria,,Artiodactyla,,,Suidae
Animalia,Chordata,Vertebrata,Eutheria,,Hystricognathi,,,Cuniculidae
Animalia,Chordata,Vertebrata,Eutheria,,Odontoceti,,,Iniidae
Animalia,Chordata,Vertebrata,Eutheria,,Simiiformes,,,Hominoidea
Animalia,Chordata,Vertebrata,Eutheria,,Myomorpha,,,Calomyscidae
Animalia,Chordata,Vertebrata,Eutheria,,Odontoceti,,,Phocoenidae
Animalia,Chordata,Vertebrata,Eutheria,,Perissodactyla,,,Equidae
Animalia,Chordata,Vertebrata,Eutheria,,Chiromyiformes,,,Daubentoniidae
Animalia,Chordata,Vertebrata,Eutheria,,Simiiformes,,,Aotidae
Animalia,Chordata,Vertebrata,Eutheria,,Feliformia,,,Hyaenidae
Animalia,Chordata,Vertebrata,Eutheria,,Simiiformes,,,Atelidae
Animalia,Chordata,Vertebrata,Reptilia,,Gekkota,,,Sphaerodactylidae
Animalia,Chordata,Vertebrata,Reptilia,,Squamata,,,Dibamidae
Animalia,Chordata,Vertebrata,Reptilia,,Cryptodira,,,Cheloniidae
Animalia,Chordata,Vertebrata,Reptilia,,Alethinophidia,,,Anomochilidae
Animalia,Chordata,Vertebrata,Reptilia,,Gekkota,,,Phyllodactylidae
Animalia,Chordata,Vertebrata,Reptilia,,Cryptodira,,,Emydidae
Animalia,Chordata,Vertebrata,Reptilia,,Scolecophidia,,,Xenotyphlopidae
Animalia,Chordata,Vertebrata,Reptilia,,Alethinophidia,,,Candoiidae
Animalia,Chordata,Vertebrata,Reptilia,,Alethinophidia,,,Boidae
Animalia,Chordata,Vertebrata,Reptilia,,Iguania,,,Dactyloidae
Animalia,Chordata,Vertebrata,Reptilia,,Amphisbaenia,,,Bipedidae
Animalia,Chordata,Vertebrata,Reptilia,,Iguania,,,Polychrotidae
Animalia,Chordata,Vertebrata,Reptilia,,Pleurodira,,,Podocnemididae
Animalia,Chordata,Vertebrata,Reptilia,,Amphisbaenia,,,Rhineuridae
Animalia,Chordata,Vertebrata,Reptilia,,Cryptodira,,,Carettochelyidae
Animalia,Chordata,Vertebrata,Reptilia,,Iguania,,,Opluridae
Animalia,Chordata,Vertebrata,Reptilia,,Amphisbaenia,,,Trogonophidae
Animalia,Chordata,Vertebrata,Reptilia,,Alethinophidia,,,Xenopeltidae
Animalia,Chordata,Vertebrata,Reptilia,,Alethinophidia,,,Charinidae
Animalia,Chordata,Vertebrata,Reptilia,,Alethinophidia,,,Tropidophiidae
Animalia,Chordata,Vertebrata,Reptilia,,Pleurodira,,,Pelomedusidae
Animalia,Chordata,Vertebrata,Reptilia,,Scolecophidia,,,Anomalepididae
