kingdom,phylum,subphylum,class_name,subclass,order_name,suborder,infraorder,family_name
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Lunulitidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Celleporidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Macroporidae
Animalia,Bryozoa,,Eurystomata,,Carnosa,,,Arachnidiidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Exechonellidae
Animalia,Bryozoa,,Eurystomata,,Carnosa,,,Claviporidae
Animalia,Bryozoa,,Eurystomata,,Terebriporina,,,Immergentiidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Membranicellariidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Porinidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Steginoporellidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Cellariidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Sadkoidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Euthyroididae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Mucronellidae
Animalia,Bryozoa,,Eurystomata,,Terebriporina,,,Terebriporidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Teuchoporidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Catenicellidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Arachnopusiidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Orbituliporidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Beaniidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Farciminariidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Pelmatoporidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Vittaticellidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Bugulidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Calpensiidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Mamilloporidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Escharellidae
Animalia,Bryozoa,,Eurystomata,,Carnosa,,,Spathiporidae
Animalia,Bryozoa,,Eurystomata,,Carnosa,,,Vesiculariidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Chaperiidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Pasytheidae
Animalia,Bryozoa,,Eurystomata,,Anasca,,,Calloporidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Myriozoidae
Animalia,Bryozoa,,Eurystomata,,Carnosa,,,Monobryozoontidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Stomachetosellidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Hippothoidae
Animalia,Bryozoa,,Eurystomata,,Ascophora,,,Adeonidae
Animalia,Bryozoa,,Stenolaemata,,Cerioporina,,,Heteroporidae
Animalia,Bryozoa,,Stenolaemata,,Articulata,,,Crisiidae
Animalia,Bryozoa,,Stenolaemata,,Cancellata,,,Petaloporidae
Animalia,Bryozoa,,Stenolaemata,,Cancellata,,,Cytididae
Animalia,Bryozoa,,Stenolaemata,,Cerioporina,,,Tretocycloeciidae
Animalia,Bryozoa,,Stenolaemata,,Tubuliporina,,,Oncousoeciidae
Animalia,Bryozoa,,Stenolaemata,,Tubuliporina,,,Mecynoeciidae
Animalia,Bryozoa,,Stenolaemata,,Tubuliporina,,,Diaperoeciidae
Animalia,Bryozoa,,Stenolaemata,,Tubuliporina,,,Theonoidae
Animalia,Bryozoa,,Stenolaemata,,Cancellata,,,Stigmatoechidae
Animalia,Bryozoa,,Stenolaemata,,Cancellata,,,Horneridae
Animalia,Bryozoa,,Stenolaemata,,Rectangulata,,,Lichenoporidae
Animalia,Bryozoa,,Stenolaemata,,Tubuliporina,,,Tubuliporidae
Animalia,Bryozoa,,Stenolaemata,,Cerioporina,,,Corymboporidae
Animalia,Bryozoa,,Stenolaemata,,,,,
Animalia,Bryozoa,,Stenolaemata,,Tubuliporina,,,Hastingsiidae
Animalia,Bryozoa,,Stenolaemata,,Cancellata,,,Calvetiidae
Animalia,Bryozoa,,Stenolaemata,,Tubuliporina,,,Terviidae
Animalia,Bryozoa,,Stenolaemata,,Tubuliporina,,,Entalophoridae
Animalia,Bryozoa,,Stenolaemata,,Tubuliporina,,,Plagioeciidae
Animalia,Bryozoa,,Stenolaemata,,Tubuliporina,,,Frondiporidae
Animalia,Bryozoa,,Stenolaemata,,Cancellata,,,Pseudidmoneidae
Animalia,Bryozoa,,Stenolaemata,,Tubuliporina,,,Diastoporidae
Animalia,Bryozoa,,Phylactolaemata,,Plumatellida,,,Cristatellidae
Animalia,Bryozoa,,Phylactolaemata,,Plumatellida,,,Pectinatellidae
Animalia,Bryozoa,,Phylactolaemata,,,,,
Animalia,Bryozoa,,Phylactolaemata,,Plumatellida,,,Lophopodidae
Animalia,Bryozoa,,Phylactolaemata,,Plumatellida,,,Fredericellidae
Animalia,Bryozoa,,Phylactolaemata,,Plumatellida,,,Plumatellidae
Animalia,Bryozoa,,,,,,,
Animalia,Placozoa,,,,,,,
Animalia,Placozoa,,Polyplacotomia,,,,,
Animalia,Placozoa,,Polyplacotomia,,Polyplacotomea,,,Polyplacotomidae
Animalia,Placozoa,,Uniplacotomia,,Hoilungea,,,Cladtertiidae
Animalia,Placozoa,,Uniplacotomia,,,,,
Animalia,Placozoa,,Uniplacotomia,,Hoilungea,,,Hoilungidae
Animalia,Placozoa,,Uniplacotomia,,Trichoplacea,,,Trichoplacidae
Animalia,Mollusca,,Nautiloidea,,,,,
Animalia,Mollusca,,Nautiloidea,,Nautilida,,,Nautilidae
Animalia,Mollusca,,Caudofoveata,,Chaetodermatida,,,Chaetodermatidae
Animalia,Mollusca,,Caudofoveata,,,,,
Animalia,Mollusca,,Caudofoveata,,Chaetodermatida,,,Limifossoridae
Animalia,Mollusca,,Caudofoveata,,Chaetodermatida,,,Prochaetodermatidae
Animalia,Mollusca,,Monoplacophora,,Tryblidiida,,,Tryblidiidae
Animalia,Mollusca,,Monoplacophora,,Neopilinida,,,Neopilinoidea
Animalia,Mollusca,,Monoplacophora,,Tryblidiida,,,Tryblidioidea
Animalia,Mollusca,,Monoplacophora,,,,,
Animalia,Mollusca,,Monoplacophora,,Neopilinida,,,Neopilinidae
Animalia,Mollusca,,Heterobranchia,,Thecosomata,,,Cymbuliidae
Animalia,Mollusca,,Heterobranchia,,Lymnaeida,,,Burnupiidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Hancockiidae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Parmacellidae
Animalia,Mollusca,,Heterobranchia,,Onchidiida,,,Onchidiidae
Animalia,Mollusca,,Heterobranchia,,Acochlida,,,Hedylopsidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Testacellidae
Animalia,Mollusca,,Heterobranchia,,Achatinina,,,Diapheridae
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Limapontiidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Proctonotidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Aglajidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Colinatydidae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Urocyclidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Dendronotidae
Animalia,Mollusca,,Heterobranchia,,Bathydoridoidei,,,Bathydorididae
Animalia,Mollusca,,Heterobranchia,,Allomorpha,,,Murchisonelloidea
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Sagdidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Coelociontidae
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Thysanophoridae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Madrellidae
Animalia,Mollusca,,Heterobranchia,,Allomorpha,,,Murchisonellidae
Animalia,Mollusca,,Heterobranchia,,Succineoidei,,,Athoracophoroidea
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Pleurolidiidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Holospiridae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Flabellinidae
Animalia,Mollusca,,Heterobranchia,,Glacidorbina,,,Glacidorboidea
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Plakobranchoidea
Animalia,Mollusca,,Heterobranchia,,Umbraculida,,,Umbraculidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Scaphandridae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Testacelloidea
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Embletoniidae
Animalia,Mollusca,,Heterobranchia,,Pleurobranchida,,,Pleurobranchoidea
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Azecidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Trinchesiidae
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Sphincterochilidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Bornellidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Newnesiidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Draparnaudiidae
Animalia,Mollusca,,Heterobranchia,,Gymnosomata,,,Cliopsidae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Milacidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Cerastidae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Trochomorphidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Corillidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Punctidae
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Plakobranchidae
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Platyhedyloidea
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Spelaeodiscidae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Agriolimacidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Pagodulinidae
Animalia,Mollusca,,Heterobranchia,,Umbraculida,,,Umbraculoidea
Animalia,Mollusca,,Heterobranchia,,Amphibolina,,,Amphibolidae
Animalia,Mollusca,,Heterobranchia,,Achatinina,,,Aillyidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Doridoxoidea
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Eoscaphandridae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Boettgerillidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Gastropteridae
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Platyhedylidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Argnidae
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Volvatellidae
Animalia,Mollusca,,Heterobranchia,,Thecosomata,,,Cymbulioidea
Animalia,Mollusca,,Heterobranchia,,Pleurobranchida,,,Pleurobranchaeidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Glaucidae
Animalia,Mollusca,,Heterobranchia,,Rhytidoidei,,,Strophocheilidae
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Canariellidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Fauxulidae
Animalia,Mollusca,,Heterobranchia,,Thecosomata,,,Limacinoidea
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Oxynoidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Lomanotidae
Animalia,Mollusca,,Heterobranchia,,Allomorpha,,,Rhodopoidea
Animalia,Mollusca,,Heterobranchia,,Ectobranchia,,,Valvatoidea
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Coelociontoidea
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Mandeliidae
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Pleurodontidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Haminoeoidea
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Plectopylidae
Animalia,Mollusca,,Heterobranchia,,Thecosomata,,,Cavolinioidea
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Chondrinidae
Animalia,Mollusca,,Heterobranchia,,Amphibolina,,,Maningrididae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Punctoidea
Animalia,Mollusca,,Heterobranchia,,Glacidorbina,,,Glacidorbidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Eucalodiidae
Animalia,Mollusca,,Heterobranchia,,Orthalicoidei,,,Odontostomidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Facelinidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Haminoeidae
Animalia,Mollusca,,Heterobranchia,,Acochlida,,,Acochlidiidae
Animalia,Mollusca,,Heterobranchia,,Acochlida,,,Parhedylidae
Animalia,Mollusca,,Heterobranchia,,Ellobiida,,,Ellobiidae
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Helicodontidae
Animalia,Mollusca,,Heterobranchia,,Clausilioidei,,,Clausilioidea
Animalia,Mollusca,,Heterobranchia,,Siphonariida,,,Siphonariidae
Animalia,Mollusca,,Heterobranchia,,Lymnaeida,,,Latiidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Goniaeolididae
Animalia,Mollusca,,Heterobranchia,,Ringiculida,,,Ringiculidae
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Helicoidea Rafinesque, 1815
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Trigonochlamydidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Akiodorididae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Eubranchidae
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Zachrysiidae
Animalia,Mollusca,,Heterobranchia,,Rissoellida,,,Rissoelloidea
Animalia,Mollusca,,Heterobranchia,,Rhytidoidei,,,Megomphicidae
Animalia,Mollusca,,Heterobranchia,,Clausilioidei,,,Clausiliidae
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Cylindrobullidae
Animalia,Mollusca,,Heterobranchia,,Architectonicina,,,Mathildoidea
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Lauriidae
Animalia,Mollusca,,Heterobranchia,,Thecosomata,,,Peraclidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Chromodorididae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Aegiridae
Animalia,Mollusca,,Heterobranchia,,Gymnosomata,,,Clionidae
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Jenseneriidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Valloniidae
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Juliidae
Animalia,Mollusca,,Heterobranchia,,Bathydoridoidei,,,Bathydoridoidea
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Staffordiidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Cumanotidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Philinoglossidae
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Camaenidae
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Hermaeidae
Animalia,Mollusca,,Heterobranchia,,Pyramidellida,,,Amathinidae
Animalia,Mollusca,,Heterobranchia,,Thecosomata,,,Cavoliniidae
Animalia,Mollusca,,Heterobranchia,,Gymnosomata,,,Hydromyloidea
Animalia,Mollusca,,Heterobranchia,,Gymnosomata,,,Hydromylidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Urocoptoidea
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Tethydidae
Animalia,Mollusca,,Heterobranchia,,Ellobiida,,,Trimusculidae
Animalia,Mollusca,,Heterobranchia,,Rhytidoidei,,,Caryodidae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Zonitoidea
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Philinorbidae
Animalia,Mollusca,,Heterobranchia,,Ellobiida,,,Trimusculoidea
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Costasiellidae
Animalia,Mollusca,,Heterobranchia,,Ringiculida,,,Ringiculoidea
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Hygromiidae
Animalia,Mollusca,,Heterobranchia,,Achatinina,,,Micractaeonidae
Animalia,Mollusca,,Heterobranchia,,Thecosomata,,,Desmopteridae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Pleurodiscidae
Animalia,Mollusca,,Heterobranchia,,Orbitestellida,,,Cimoidea
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Pinufiidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Hexabranchidae
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Polygyridae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Diaphanidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Cerionidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Arminoidea
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Elonidae
Animalia,Mollusca,,Heterobranchia,,Orthalicoidei,,,Bulimulidae
Animalia,Mollusca,,Heterobranchia,,Aplysiida,,,Akeroidea
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Sagdoidea
Animalia,Mollusca,,Heterobranchia,,Orthalicoidei,,,Megaspiridae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Oxychilidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Bulloidea
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Chromodoridoidea
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Retusidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Papillodermatidae
Animalia,Mollusca,,Heterobranchia,,Pyramidellida,,,Pyramidelloidea
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Tritonioidea
Animalia,Mollusca,,Heterobranchia,,Gymnosomata,,,Notobranchaeidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Doridoxidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Sculptariidae
Animalia,Mollusca,,Heterobranchia,,Acteonida,,,Acteonidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Strobilopsidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Phyllidiidae
Animalia,Mollusca,,Heterobranchia,,Achatinina,,,Achatinidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Dotidae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Limacoidea
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Laonidae
Animalia,Mollusca,,Heterobranchia,,Orbitestellida,,,Orbitestellidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Philinidae
Animalia,Mollusca,,Heterobranchia,,Acochlida,,,Asperspinidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Flabellinopsidae
Animalia,Mollusca,,Heterobranchia,,Runcinina,,,Runcinoidea
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Parmacelloidea
Animalia,Mollusca,,Heterobranchia,,Veronicellida,,,Veronicellidae
Animalia,Mollusca,,Heterobranchia,,Allomorpha,,,Rhodopidae
Animalia,Mollusca,,Heterobranchia,,Acochlida,,,Bathyhedylidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Aeolidioidea
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Lemindidae
Animalia,Mollusca,,Heterobranchia,,Orthalicoidei,,,Simpulopsidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Babakinidae
Animalia,Mollusca,,Heterobranchia,,Succineoidei,,,Athoracophoridae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Helicarionidae
Animalia,Mollusca,,Heterobranchia,,Architectonicina,,,Mathildidae
Animalia,Mollusca,,Heterobranchia,,Arionoidei,,,Ariolimacidae
Animalia,Mollusca,,Heterobranchia,,Acochlida,,,Acochlidioidea
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Paracoryphellidae
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Echinichidae
Animalia,Mollusca,,Heterobranchia,,Runcinina,,,Runcinidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Goniodorididae
Animalia,Mollusca,,Heterobranchia,,Runcinina,,,Ilbiidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Notaeolidiidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Spelaeoconchidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Polyceroidea
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Gastrocoptidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Newnesioidea
Animalia,Mollusca,,Heterobranchia,,Gymnosomata,,,Pneumodermatidae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Gastrodontoidea
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Vitrinidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Polyceridae
Animalia,Mollusca,,Heterobranchia,,Rhytidoidei,,,Clavatoridae
Animalia,Mollusca,,Heterobranchia,,Achatinina,,,Ferussaciidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Enidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Dendronotoidea
Animalia,Mollusca,,Heterobranchia,,Veronicellida,,,Veronicelloidea
Animalia,Mollusca,,Heterobranchia,,Oleacinoidei,,,Haplotrematoidea
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Alacuppidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Cuthonellidae
Animalia,Mollusca,,Heterobranchia,,Succineoidei,,,Succineidae
Animalia,Mollusca,,Heterobranchia,,Oleacinoidei,,,Oleacinidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Aeolidiidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Pyramidulidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Vertiginidae
Animalia,Mollusca,,Heterobranchia,,Orthalicoidei,,,Orthalicoidea
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Proctonotoidea
Animalia,Mollusca,,Heterobranchia,,Orbitestellida,,,Orbitestelloidea
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Endodontidae
Animalia,Mollusca,,Heterobranchia,,Lymnaeida,,,Planorboidea
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Actinocyclidae
Animalia,Mollusca,,Heterobranchia,,Orthalicoidei,,,Bothriembryontidae
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Labyrinthidae
Animalia,Mollusca,,Heterobranchia,,Amphibolina,,,Amphiboloidea
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Euconulidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Dendrodorididae
Animalia,Mollusca,,Heterobranchia,,,,,
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Gastrodontidae
Animalia,Mollusca,,Heterobranchia,,Succineoidei,,,Succineoidea
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Solaropsidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Papillodermatoidea
Animalia,Mollusca,,Heterobranchia,,Achatinina,,,Streptaxidae
Animalia,Mollusca,,Heterobranchia,,Acochlida,,,Aitengidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Cystopeltidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Pseudovermidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Cylichnidae
Animalia,Mollusca,,Heterobranchia,,Oleacinoidei,,,Haplotrematidae
Animalia,Mollusca,,Heterobranchia,,Lymnaeida,,,Acroloxoidea
Animalia,Mollusca,,Heterobranchia,,Orbitestellida,,,Xylodisculidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Onchidorididae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Trochomorphoidea
Animalia,Mollusca,,Heterobranchia,,Pleurobranchida,,,Quijotidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Cochlicopidae
Animalia,Mollusca,,Heterobranchia,,Bulloidei,,,Bullidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Agardhiellidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Calycidorididae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Tritoniidae
Animalia,Mollusca,,Heterobranchia,,Lymnaeida,,,Lymnaeidae
Animalia,Mollusca,,Heterobranchia,,Siphonariida,,,Siphonarioidea
Animalia,Mollusca,,Heterobranchia,,Helicoidei,,,Helicidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Doridomorphidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Abronicidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Apataidae
Animalia,Mollusca,,Heterobranchia,,Oleacinoidei,,,Spiraxidae
Animalia,Mollusca,,Heterobranchia,,Arionoidei,,,Anadenidae
Animalia,Mollusca,,Heterobranchia,,Orthalicoidei,,,Orthalicidae
Animalia,Mollusca,,Heterobranchia,,Arionoidei,,,Arionoidea
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Cadlinidae
Animalia,Mollusca,,Heterobranchia,,Umbraculida,,,Tylodinidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Fionidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Phyllidioidea
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Tergipedidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Odontocycladidae
Animalia,Mollusca,,Heterobranchia,,Rhytidoidei,,,Rhytidoidea
Animalia,Mollusca,,Heterobranchia,,Sacoglossa,,,Oxynooidea
Animalia,Mollusca,,Heterobranchia,,Ellobiida,,,Otinidae
Animalia,Mollusca,,Heterobranchia,,Gymnosomata,,,Laginiopsidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Arminidae
Animalia,Mollusca,,Heterobranchia,,Pleurobranchida,,,Pleurobranchidae
Animalia,Mollusca,,Heterobranchia,,Aplysiida,,,Aplysioidea
Animalia,Mollusca,,Heterobranchia,,Onchidiida,,,Onchidioidea
Animalia,Mollusca,,Heterobranchia,,Rhytidoidei,,,Dorcasiidae
Animalia,Mollusca,,Heterobranchia,,Pupilloidei,,,Truncatellinidae
Animalia,Mollusca,,Heterobranchia,,Limacoidei,,,Pristilomatidae
Animalia,Mollusca,,Heterobranchia,,Achatinina,,,Streptaxoidea
Animalia,Mollusca,,Heterobranchia,,Lymnaeida,,,Chilinoidea
Animalia,Mollusca,,Heterobranchia,,Ellobiida,,,Ellobioidea
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Oopeltidae
Animalia,Mollusca,,Heterobranchia,,Doridoidei,,,Discodorididae
Animalia,Mollusca,,Heterobranchia,,Architectonicina,,,Architectonicoidea
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Murmaniidae
Animalia,Mollusca,,Heterobranchia,,Amphibolina,,,Phallomedusidae
Animalia,Mollusca,,Heterobranchia,,Helicina,,,Oreohelicidae
Animalia,Mollusca,,Heterobranchia,,Ellobiida,,,Smeagolidae
Animalia,Mollusca,,Heterobranchia,,Lymnaeida,,,Physidae
Animalia,Mollusca,,Heterobranchia,,Aeolidiina,,,Piseinotecidae
Animalia,Mollusca,,Heterobranchia,,Cladobranchia,,,Scyllaeidae
Animalia,Mollusca,,Heterobranchia,,Lymnaeida,,,Acroloxidae
